id	property	value
256960	mechanism	Hand Management
256960	mechanism	Increase Value of Unchosen Resources
256960	mechanism	Open Drafting
257058	type	Strategy Games
257058	category	Economic
257058	family	Components: Wooden pieces & boards
257058	family	Country: Chile
257058	mechanism	Action Queue
257058	mechanism	Kill Steal
257058	mechanism	Point to Point Movement
257058	mechanism	Simultaneous Action Selection
257066	type	Strategy Games
257066	category	American West
257066	category	Card Game
257066	category	Economic
257066	category	Exploration
257066	family	Misc: LongPack Games
257066	family	Players: Games with Solitaire Rules
257066	mechanism	Action Queue
257066	mechanism	Deck, Bag, and Pool Building
257066	mechanism	Dice Rolling
257066	mechanism	End Game Bonuses
257066	mechanism	Hand Management
257066	mechanism	Modular Board
257273	type	Children's Games
257273	type	Family Games
257273	category	Adventure
257273	family	Creatures: Ghosts
257273	family	Game: Verflixxt!
257273	mechanism	Roll / Spin and Move
257273	mechanism	Set Collection
257499	type	Thematic Games
257499	category	Adventure
257499	category	Fighting
257499	category	Horror
257499	category	Novel-based
257499	family	Game: Arkham Horror
257499	family	Game: Arkham Horror (Third Edition)
257499	family	Players: Games with Solitaire Rules
257499	family	Series: Arkham Horror Files (Fantasy Flight Games)
257499	family	Theme: Cthulhu Mythos
257499	mechanism	Cooperative Game
257499	mechanism	Dice Rolling
257499	mechanism	Modular Board
257499	mechanism	Point to Point Movement
257499	mechanism	Stat Check Resolution
257499	mechanism	Variable Player Powers
257527	type	Party Games
257527	category	Exploration
257527	category	Fantasy
257527	category	Party Game
257527	category	Word Game
257527	family	Components: Sand Timers
257527	family	Mechanism: Give a Clue / Get a Clue
257527	family	Word Games: Guess the Word
257527	mechanism	Modular Board
257527	mechanism	Storytelling
257527	mechanism	Team-Based Game
257582	type	Family Games
257582	category	Economic
257582	category	Educational
257582	family	Crowdfunding: Kickstarter
257582	family	Digital Implementations: Tabletopia
257582	family	Series: Science Games (Genius Games)
257582	family	Theme: Chemistry
257582	family	Theme: Science
257582	mechanism	Action Points
257582	mechanism	Grid Movement
257582	mechanism	Set Collection
257614	type	Family Games
257614	category	Card Game
257614	category	Print & Play
257614	family	Contests: Button Shy Game Design Contests and Challenges
257614	family	Crowdfunding: Kickstarter
257614	family	Game: Tussie Mussie
257614	family	Players: Games with expansions that add solo play
257614	family	Series: Master Print Mini (Quined)
257614	family	Series: Wallet Games (Button Shy)
257614	mechanism	Betting and Bluffing
257614	mechanism	I Cut, You Choose
257614	mechanism	Open Drafting
257614	mechanism	Set Collection
257674	type	Thematic Games
257674	category	Fantasy
257674	category	Horror
257674	family	Creatures: Vampires
257674	family	Crowdfunding: Kickstarter
257674	family	Mechanism: Legacy
257674	family	Setting: World of Darkness (White Wolf)
257674	family	Theme: Alternate History
257674	family	Versions & Editions: Board Game Versions of Role-Playing Games
257674	mechanism	Legacy Game
257674	mechanism	Once-Per-Game Abilities
257674	mechanism	Open Drafting
258036	type	Family Games
258036	type	Strategy Games
258036	category	Negotiation
258036	category	Post-Napoleonic
258036	family	Components: Game Trayz Inside
258036	family	Digital Implementations: Tabletopia
258036	family	Game: Between Two Castles of Mad King Ludwig
258036	family	Game: Castles of Mad King Ludwig
258036	family	Theme: Construction
258036	mechanism	Highest-Lowest Scoring
258036	mechanism	Open Drafting
258036	mechanism	Set Collection
258036	mechanism	Simultaneous Action Selection
258036	mechanism	Team-Based Game
258036	mechanism	Tile Placement
258074	type	Strategy Games
258074	category	Card Game
258074	category	Fantasy
258074	family	Creatures: Dragons
258074	family	Crowdfunding: Kickstarter
258074	family	Players: Two Player Only Games
258074	family	Series: Mysthea
258074	mechanism	Deck, Bag, and Pool Building
258074	mechanism	Hand Management
258074	mechanism	Open Drafting
258244	type	Thematic Games
258244	category	Adventure
258244	category	Exploration
258244	family	Components: Unique Game
258244	family	Theme: Survival
258244	mechanism	Modular Board
258244	mechanism	Player Elimination
258244	mechanism	Variable Player Powers
258309	type	Party Games
258309	category	Card Game
258309	category	Deduction
258309	category	Humor
258309	category	Party Game
258309	category	Science Fiction
258309	category	Word Game
258309	family	Ancient: Egypt
258309	family	Country: Egypt
258309	family	Word Games: Guess the Word
258309	mechanism	Communication Limits
258309	mechanism	Deduction
258309	mechanism	Team-Based Game
258389	type	Strategy Games
258389	category	Economic
258389	category	Environmental
258389	category	Industry / Manufacturing
258389	category	Political
258389	category	Science Fiction
258389	family	Category: Combinatorial
258389	family	Theme: Retro
258389	family	Theme: Robots
258389	mechanism	Simulation
258444	type	Family Games
258444	category	Fantasy
258444	category	Humor
258444	category	Mythology
258444	category	Novel-based
258444	category	Puzzle
258444	family	Authors: The Brothers Grimm
258444	family	Folk Tales & Fairy Tales: Hansel and Gretel
258444	mechanism	Contracts
258444	mechanism	End Game Bonuses
258444	mechanism	Pattern Building
258444	mechanism	Set Collection
258444	mechanism	Tile Placement
259081	type	Family Games
259081	category	City Building
259081	category	Dice
259081	family	Game: Machi Koro
259081	family	Mechanism: Campaign Games
259081	family	Mechanism: Legacy
259081	family	Versions & Editions: Legacy Versions of Non-Legacy Games
259081	mechanism	Dice Rolling
259081	mechanism	Legacy Game
259081	mechanism	Random Production
259374	type	Party Games
259374	category	Card Game
259374	category	Deduction
259374	family	Mechanism: Give a Clue / Get a Clue
259374	family	Theme: Art
259374	family	Theme: Painting / Paintings
259374	mechanism	Communication Limits
259374	mechanism	Cooperative Game
259809	type	Family Games
259809	category	Deduction
259809	category	Fighting
259809	category	Nautical
259809	category	Real-time
259809	family	Game: Captain Sonar
259809	family	Theme: Submarines
259809	family	Versions & Editions: Junior Versions of Grown-Up Games
259809	mechanism	Grid Movement
259809	mechanism	Hidden Movement
259809	mechanism	Line Drawing
259809	mechanism	Role Playing
259809	mechanism	Secret Unit Deployment
259809	mechanism	Simulation
260147	type	Strategy Games
260147	type	Wargames
260147	category	Modern Warfare
260147	category	Political
260147	family	Continents: Europe
260147	family	Crowdfunding: Kickstarter
260147	family	Digital Implementations: Tabletopia
260147	family	History: Cold War
260147	family	Players: Two Player Only Games
260147	mechanism	Area Majority / Influence
260147	mechanism	Deck, Bag, and Pool Building
260147	mechanism	Hand Management
260180	type	Abstract Games
260180	type	Family Games
260180	category	Abstract Strategy
260180	category	Puzzle
260180	category	Video Game Theme
260180	family	Components: Polyominoes
260180	family	Crowdfunding: Gamefound
260180	family	Crowdfunding: Kickstarter
260180	mechanism	Action Points
260180	mechanism	Open Drafting
260180	mechanism	Pattern Building
260180	mechanism	Tile Placement
260428	type	Strategy Games
260428	category	Ancient
260428	family	Ancient: Rome
260428	family	Cities: Rome (Lazio, Italy)
260428	family	Components: Map (Continental / National scale)
260428	family	Continents: Europe
260428	family	Game: Pandemic
260428	family	History: Barbarian migrations and invasions
260428	mechanism	Action Points
260428	mechanism	Cooperative Game
260428	mechanism	Dice Rolling
260428	mechanism	Events
260428	mechanism	Hand Management
260428	mechanism	Point to Point Movement
260605	type	Family Games
260605	type	Party Games
260605	category	Animals
260605	category	Dice
260605	category	Racing
260605	family	Animals: Camels
260605	family	Components: Meeples (Animal) / Animeeples
260605	family	Country: Egypt
260605	family	Game: Camel Up
260605	family	Theme: Deserts
260605	mechanism	Betting and Bluffing
260605	mechanism	Dice Rolling
260605	mechanism	Roll / Spin and Move
260605	mechanism	Track Movement
261114	type	Family Games
261114	category	Action / Dexterity
261114	family	Mechanism: Tower Stacking
261114	family	Theme: Construction
261114	mechanism	Stacking and Balancing
261901	type	Family Games
261901	category	Action / Dexterity
261901	mechanism	Network and Route Building
262208	type	Family Games
262208	category	Adventure
262208	category	Fantasy
262208	family	Category: Dungeon Crawler
262208	family	Containers: Cubes
262208	family	Crowdfunding: Kickstarter
262208	family	Game: Dungeon Drop
262208	family	Players: Games with Solitaire Rules
262208	mechanism	Enclosure
262208	mechanism	Flicking
262208	mechanism	Modular Board
262208	mechanism	Open Drafting
262208	mechanism	Push Your Luck
262208	mechanism	Set Collection
262215	type	Strategy Games
262215	category	Economic
262215	category	Exploration
262215	family	Admin: Better Description Needed!
262215	family	Components: Wooden pieces & boards
262215	family	Country: Hong Kong
262215	family	Players: Games with Solitaire Rules
262215	mechanism	Area Majority / Influence
262215	mechanism	Deck, Bag, and Pool Building
262215	mechanism	Dice Rolling
262215	mechanism	Hand Management
262215	mechanism	Network and Route Building
262215	mechanism	Open Drafting
262477	type	Abstract Games
262477	type	Family Games
262477	category	Abstract Strategy
262477	category	Economic
262477	family	Admin: Better Description Needed!
262477	family	Cities: Lisbon (Portugal)
262477	family	Crowdfunding: Kickstarter
262477	family	Digital Implementations: Board Game Arena
262477	mechanism	Area Majority / Influence
262477	mechanism	Tile Placement
262543	type	Party Games
262543	category	Party Game
262543	family	Components: Game Box Used In Play
262543	family	Crowdfunding: Kickstarter
262543	family	Theme: Psychic Powers
262543	mechanism	Betting and Bluffing
262543	mechanism	Cooperative Game
262543	mechanism	Race
262543	mechanism	Targeted Clues
262543	mechanism	Team-Based Game
262547	type	Party Games
262547	category	Bluffing
262547	category	Humor
262547	category	Party Game
262547	mechanism	Acting
262712	type	Strategy Games
262712	category	Card Game
262712	category	Fantasy
262712	family	Components: Wooden pieces & boards
262712	family	Creatures: Dragons
262712	family	Digital Implementations: Board Game Arena
262712	family	Mechanism: Tableau Building
262712	mechanism	Hand Management
262712	mechanism	Open Drafting
262712	mechanism	Race
262712	mechanism	Score-and-Reset Game
262712	mechanism	Take That
262712	mechanism	Turn Order: Pass Order
264052	type	Strategy Games
264052	category	Dice
264052	category	Science Fiction
264052	category	Space Exploration
264052	family	Crowdfunding: Kickstarter
264052	mechanism	Contracts
264052	mechanism	Dice Rolling
264052	mechanism	Events
264052	mechanism	Secret Unit Deployment
264052	mechanism	Set Collection
264052	mechanism	Variable Player Powers
264055	type	Family Games
264055	category	Animals
264055	category	Prehistoric
264055	category	Science Fiction
264055	family	Animals: Dinosaurs
264055	family	Components: Meeples (Dinosaur) / Dinomeeples
264055	family	Digital Implementations: Board Game Arena
264055	family	Organizations: Forgenext
264055	mechanism	Closed Drafting
264055	mechanism	Dice Rolling
264055	mechanism	Set Collection
264055	mechanism	Simultaneous Action Selection
264196	type	Strategy Games
264196	category	Adventure
264196	category	Exploration
264196	category	Fantasy
264196	category	Miniatures
264196	family	Category: Dungeon Crawler
264196	family	Mechanism: Campaign Games
264196	family	Players: Games with Solitaire Rules
264196	family	Series: Dungeons & Dragons Adventure System Board Games
264196	family	Setting: Dungeons & Dragons
264196	family	Versions & Editions: Board Game Versions of Role-Playing Games
264196	mechanism	Cooperative Game
264196	mechanism	Grid Movement
264196	mechanism	Modular Board
264196	mechanism	Role Playing
264196	mechanism	Solo / Solitaire Game
264196	mechanism	Variable Player Powers
264220	type	Thematic Games
264220	category	Adventure
264220	category	Exploration
264220	category	Fantasy
264220	category	Mature / Adult
264220	category	Medieval
264220	category	Mythology
264220	family	Components: Miniatures
264220	family	Crowdfunding: Kickstarter
264220	family	Game: Tainted Grail
264220	family	Mechanism: Campaign Games
264220	family	Players: Games with Solitaire Rules
264220	family	Theme: King Arthur / The Knights of the Round Table / Camelot
264220	mechanism	Area Movement
264220	mechanism	Campaign / Battle Card Driven
264220	mechanism	Cooperative Game
264220	mechanism	Deck, Bag, and Pool Building
264220	mechanism	Dice Rolling
264220	mechanism	Hand Management
